,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Pub_prod,Dev_prod,Developer_id,Publisher_id,Pub_score,Dev_score
8713,MTV Music Generator 2,PS2,2001.0,Misc,Codemasters,0.08,0.06,0.0,0.02,0.15,77.0,16.0,8.5,11.0,Jester Interactive,T,150,4,468,43,70.94214876033058,71.25
8714,Mugen Souls,PS3,2012.0,Role-Playing,Nippon Ichi Software,0.04,0.02,0.08,0.01,0.15,55.0,24.0,7.3,35.0,"Compile Heart, GCREST",T,106,1,968,80,68.06557377049181,55.0
8715,Ultimate Spider-Man,DS,2005.0,Action,Activision,0.14,0.0,0.0,0.01,0.15,78.0,17.0,7.7,10.0,Vicarious Visions,E10+,985,76,65,4,69.66783831282953,73.22388059701493
8718,Burnout 2: Point of Impact,GC,2003.0,Racing,Acclaim Entertainment,0.12,0.03,0.0,0.0,0.15,89.0,24.0,8.5,18.0,Criterion Games,E,186,24,133,28,66.09302325581395,84.125
8719,Paris-Dakar Rally,PS2,2001.0,Racing,Acclaim Entertainment,0.08,0.06,0.0,0.02,0.15,36.0,6.0,3.9,15.0,Broadsword Interactive,E,186,3,969,28,66.09302325581395,46.0
8722,Atelier Iris: Eternal Mana,PS2,2004.0,Role-Playing,Tecmo Koei,0.08,0.06,0.0,0.02,0.15,74.0,38.0,7.7,38.0,Gust,T,348,16,635,33,65.56551724137931,68.07142857142857
8724,F.E.A.R. 3,PC,2011.0,Shooter,Warner Bros. Interactive Entertainment,0.04,0.08,0.0,0.03,0.15,74.0,34.0,5.9,420.0,Day 1 Studios,M,235,9,329,17,69.67320261437908,74.77777777777777
8727,Tak: The Great Juju Challenge,GC,2005.0,Platform,THQ,0.12,0.03,0.0,0.0,0.15,75.0,17.0,9.3,4.0,Avalanche Software,E,715,29,261,26,66.74567901234568,65.45833333333333
8728,Fantasia: Music Evolved,XOne,2014.0,Misc,Disney Interactive Studios,0.11,0.03,0.0,0.01,0.15,77.0,48.0,7.5,67.0,Harmonix Music Systems,E10+,218,56,56,27,64.46601941747574,81.63157894736842
8730,Knockout Kings 2003,GC,2002.0,Sports,Electronic Arts,0.12,0.03,0.0,0.0,0.15,78.0,13.0,6.5,4.0,EA Sports,T,1356,172,17,7,74.50535540408958,80.37908496732027
8731,Bomberman,PSP,2006.0,Puzzle,Konami Digital Entertainment,0.14,0.0,0.0,0.01,0.15,73.0,30.0,7,7.0,Hudson,E,834,15,20,10,68.34451219512195,66.14285714285714
8732,NCAA Football 2004,GC,2003.0,Sports,Electronic Arts,0.12,0.03,0.0,0.0,0.15,89.0,16.0,7.5,6.0,EA Sports,E,1356,172,17,7,74.50535540408958,80.37908496732027
8733,XGIII: Extreme G Racing,GC,2001.0,Racing,Acclaim Entertainment,0.12,0.03,0.0,0.0,0.15,83.0,21.0,7.8,14.0,Acclaim,E,186,32,289,28,66.09302325581395,62.84375
8734,Digimon World 4,PS2,2005.0,Role-Playing,Atari,0.08,0.06,0.0,0.02,0.15,48.0,7.0,6.9,37.0,Bandai,E,367,13,467,21,65.81308411214954,57.583333333333336
8735,Stormrise,X360,2009.0,Strategy,Sega,0.11,0.03,0.0,0.01,0.15,48.0,36.0,6.8,17.0,Creative Assembly,M,638,23,208,25,69.74608150470219,74.25
8744,The Godfather: Blackhand Edition,Wii,2007.0,Adventure,Electronic Arts,0.14,0.0,0.0,0.01,0.15,77.0,38.0,8.5,48.0,EA Redwood Shores,M,1356,22,94,7,74.50535540408958,76.63636363636364
8745,Wolfenstein: The Old Blood,XOne,2015.0,Action,Bethesda Softworks,0.07,0.07,0.0,0.01,0.15,75.0,23.0,8,101.0,MachineGames,,76,8,248,6,72.01923076923077,77.66666666666667
8748,Naruto: Powerful Shippuden,3DS,2012.0,Platform,Namco Bandai Games,0.08,0.02,0.04,0.01,0.15,71.0,13.0,5.4,19.0,Inti Creates,E10+,939,11,705,22,66.44802867383513,62.75
8749,American Chopper,XB,2004.0,Racing,Zoo Digital Publishing,0.11,0.03,0.0,0.01,0.15,44.0,6.0,5.9,9.0,Creat Studios,T,104,12,641,52,51.5531914893617,47.6
8750,The Adventures of Tintin: The Game,3DS,2011.0,Action,Ubisoft,0.05,0.09,0.0,0.02,0.15,56.0,8.0,5.7,12.0,Ubisoft Montpellier,E10+,933,20,187,5,68.51433691756273,77.84210526315789
8751,Dynasty Warriors 8,X360,2013.0,Action,Tecmo Koei,0.09,0.05,0.0,0.01,0.15,65.0,21.0,7.5,35.0,Omega Force,T,348,80,180,33,65.56551724137931,64.05797101449275
8753,Kingdom Under Fire: Heroes,XB,2005.0,Strategy,Deep Silver,0.11,0.03,0.0,0.01,0.15,78.0,55.0,7.5,23.0,Phantagram,M,121,2,724,31,61.607142857142854,79.5
8755,The Terminator: Dawn of Fate,XB,2002.0,Action,Atari,0.11,0.03,0.0,0.01,0.15,53.0,19.0,5.2,5.0,Paradigm Entertainment,T,367,15,237,21,65.81308411214954,66.4
8756,Infected,PSP,2005.0,Shooter,THQ,0.14,0.0,0.0,0.01,0.15,74.0,49.0,8.3,30.0,Planet Moon Studios,M,715,4,264,26,66.74567901234568,69.0
8758,Birds of Steel,X360,2012.0,Simulation,Konami Digital Entertainment,0.11,0.03,0.0,0.01,0.15,77.0,18.0,8.9,18.0,Gaijin Entertainment,T,834,11,485,10,68.34451219512195,65.0909090909091
8759,Cars: Race-O-Rama,X360,2009.0,Racing,THQ,0.14,0.01,0.0,0.01,0.15,54.0,8.0,5.8,5.0,Incinerator Games,E,715,7,375,26,66.74567901234568,55.0
8763,NBA Street Homecourt,PS3,2007.0,Sports,Electronic Arts,0.12,0.01,0.0,0.02,0.15,81.0,31.0,6.5,16.0,EA Canada,E,1356,167,34,7,74.50535540408958,76.15094339622641
8764,Darksiders II,PC,2012.0,Action,Nordic Games,0.03,0.1,0.0,0.02,0.15,81.0,23.0,7.8,653.0,Vigil Games,M,37,7,349,165,63.15384615384615,83.0
8765,Enthusia Professional Racing,PS2,2005.0,Racing,Konami Digital Entertainment,0.07,0.06,0.0,0.02,0.15,70.0,43.0,7.6,17.0,Konami,E,834,162,67,10,68.34451219512195,69.65891472868218
8766,DiRT 3,PC,2011.0,Racing,Codemasters,0.0,0.13,0.0,0.03,0.15,86.0,23.0,6.9,433.0,Codemasters,T,150,62,273,43,70.94214876033058,77.77049180327869
8767,NCAA GameBreaker 2001,PS2,2000.0,Sports,Sony Computer Entertainment,0.07,0.06,0.0,0.02,0.15,57.0,9.0,tbd,,989 Sports,E,687,25,371,3,74.0028653295129,61.56
8769,Get On Da Mic,PS2,2004.0,Misc,Eidos Interactive,0.07,0.06,0.0,0.02,0.15,49.0,29.0,6.3,7.0,Artificial Mind and Movement,T,198,61,426,19,68.50359712230215,57.31481481481482
8770,Darksiders II,WiiU,2012.0,Action,THQ,0.07,0.07,0.0,0.01,0.15,85.0,36.0,8.2,153.0,Vigil Games,M,715,7,349,26,66.74567901234568,83.0
8772,Army Men: Sarge's War,GC,2004.0,Shooter,Global Star,0.12,0.03,0.0,0.0,0.15,56.0,11.0,6.7,7.0,3DO,T,39,17,673,39,57.45454545454545,55.294117647058826
8780,Project Sylpheed: Arc of Deception,X360,2006.0,Shooter,Microsoft Game Studios,0.12,0.01,0.02,0.01,0.15,64.0,45.0,8.6,24.0,"Game Arts, Seta Corporation",T,191,1,970,1,76.10884353741497,64.0
8781,Bigfoot: Collision Course,DS,2009.0,Racing,Zoo Digital Publishing,0.14,0.0,0.0,0.01,0.15,26.0,4.0,tbd,,Destination Software,E,104,6,694,52,51.5531914893617,31.333333333333332
8782,Frogger's Adventures: The Rescue,GC,2003.0,Platform,Konami Digital Entertainment,0.12,0.03,0.0,0.0,0.15,61.0,4.0,tbd,,Konami,E,834,162,67,10,68.34451219512195,69.65891472868218
8783,NHL 2K10,PS3,2009.0,Sports,Take-Two Interactive,0.13,0.01,0.0,0.01,0.15,66.0,23.0,7.1,8.0,Take-Two Interactive,E10+,422,16,691,2,75.01360544217687,71.33333333333333
8787,MLB Power Pros 2008,PS2,2008.0,Sports,Konami Digital Entertainment,0.05,0.04,0.05,0.01,0.15,67.0,9.0,8.5,8.0,Konami,E,834,162,67,10,68.34451219512195,69.65891472868218
8790,WordJong,DS,2007.0,Puzzle,White Park Bay Software,0.13,0.01,0.0,0.01,0.15,77.0,9.0,7.7,9.0,Magellan Interactive,E,1,5,971,166,77.0,68.66666666666667
8791,Tears to Tiara II: Heir of the Overlord,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.07,0.01,0.06,0.02,0.15,65.0,18.0,8.7,41.0,Aqua Plus,T,106,1,972,80,68.06557377049181,65.0
8792,Puzzle Quest: Galactrix,DS,2009.0,Puzzle,D3Publisher,0.14,0.0,0.0,0.01,0.15,75.0,33.0,6.7,6.0,Infinite Interactive,E10+,184,7,757,48,61.170212765957444,68.0
8794,de Blob 2,X360,2011.0,Platform,THQ,0.1,0.04,0.0,0.01,0.15,77.0,54.0,7.5,23.0,Blue Tongue Entertainment,E10+,715,14,383,26,66.74567901234568,66.92307692307692
8795,Disney's The Lion King: Simba's Mighty Adventure,PS,2000.0,Action,Activision,0.08,0.06,0.0,0.01,0.15,30.0,5.0,6.9,9.0,Paradox Development,E,985,8,464,4,69.66783831282953,51.125
8798,Samurai Warriors: Katana,Wii,2007.0,Action,Tecmo Koei,0.11,0.0,0.04,0.01,0.15,53.0,30.0,6.8,6.0,"Koei, Omega Force",T,348,7,471,33,65.56551724137931,54.142857142857146
8799,NBA 09: The Inside,PS3,2008.0,Sports,Sony Computer Entertainment,0.14,0.0,0.0,0.01,0.15,63.0,17.0,5.1,7.0,SCEA San Diego Studios,E,687,30,392,3,74.0028653295129,78.23076923076923
8801,Kingdom of Paradise,PSP,2005.0,Role-Playing,Sony Computer Entertainment,0.14,0.0,0.0,0.01,0.15,72.0,38.0,7.5,19.0,Climax Entertainment,T,687,3,836,3,74.0028653295129,64.33333333333333
8803,Naruto Shippuden: Legends: Akatsuki Rising,PSP,2009.0,Fighting,Namco Bandai Games,0.14,0.0,0.0,0.01,0.15,60.0,15.0,6.2,10.0,Racjin,T,939,13,544,22,66.44802867383513,62.38461538461539
8804,Marvel Super Hero Squad: The Infinity Gauntlet,X360,2010.0,Action,THQ,0.12,0.02,0.0,0.01,0.15,55.0,10.0,6.3,6.0,THQ,E10+,715,71,159,26,66.74567901234568,60.25
8806,Bleach: Dark Souls,DS,2007.0,Fighting,Sega,0.12,0.02,0.0,0.01,0.15,82.0,28.0,7.9,14.0,Treasure,T,638,11,613,25,69.74608150470219,76.36363636363636
8808,Prince of Persia: The Sands of Time,GBA,2003.0,Action,Ubisoft,0.11,0.04,0.0,0.0,0.15,75.0,25.0,8.8,5.0,Ubisoft Montreal,T,933,101,50,5,68.51433691756273,74.59574468085107
8811,Prince of Persia: The Forgotten Sands,DS,2010.0,Action,Ubisoft,0.14,0.01,0.0,0.01,0.15,57.0,7.0,6.3,6.0,Ubisoft Casablanca,E10+,933,4,505,5,68.51433691756273,50.75
8812,World Series Baseball 2K3,XB,2003.0,Sports,Sega,0.11,0.03,0.0,0.01,0.15,89.0,22.0,8.6,14.0,Blue Shift,E,638,5,785,25,69.74608150470219,68.0
8814,Serious Sam,XB,2002.0,Shooter,Take-Two Interactive,0.11,0.03,0.0,0.01,0.15,75.0,22.0,8.2,16.0,Croteam,M,422,5,973,2,75.01360544217687,76.2
8815,Bomberman,DS,2005.0,Puzzle,Ubisoft,0.1,0.01,0.03,0.01,0.15,75.0,30.0,7,12.0,Racjin,E,933,13,544,5,68.51433691756273,62.38461538461539
8817,Killer7,GC,2005.0,Action,Capcom,0.12,0.03,0.0,0.0,0.15,74.0,57.0,8.5,64.0,Grasshopper Manufacture,M,386,14,498,16,71.65581395348838,72.46153846153847
8818,Super Monkey Ball Adventure,GC,2006.0,Platform,Sega,0.12,0.03,0.0,0.0,0.15,51.0,24.0,7.2,9.0,TT Games,E,638,73,175,25,69.74608150470219,70.79545454545455
8819,FIFA Soccer 2002,PS,2001.0,Sports,Electronic Arts,0.08,0.06,0.0,0.01,0.15,81.0,8.0,6.4,5.0,EA Sports,E,1356,172,17,7,74.50535540408958,80.37908496732027
8820,Street Fighter Anniversary Collection,XB,2004.0,Fighting,Capcom,0.11,0.03,0.0,0.01,0.15,79.0,33.0,6.4,9.0,Capcom,T,386,139,46,16,71.65581395348838,74.44360902255639
8823,Shadow Ops: Red Mercury,XB,2004.0,Shooter,Atari,0.11,0.03,0.0,0.01,0.15,61.0,45.0,6.1,14.0,Zombie,T,367,1,974,21,65.81308411214954,61.0
8824,Indigo Prophecy,PS2,2005.0,Adventure,Atari,0.07,0.06,0.0,0.02,0.15,83.0,47.0,7.8,104.0,Quantic Dream,M,367,5,114,21,65.81308411214954,81.8
8825,FIFA 06: Road to FIFA World Cup,X360,2005.0,Sports,Electronic Arts,0.11,0.02,0.01,0.01,0.15,62.0,39.0,6,34.0,EA Canada,E,1356,167,34,7,74.50535540408958,76.15094339622641
8827,NBA ShootOut 2001,PS2,2001.0,Sports,Sony Computer Entertainment,0.07,0.06,0.0,0.02,0.15,54.0,12.0,tbd,,989 Sports,E,687,25,371,3,74.0028653295129,61.56
8832,Musashi: Samurai Legend,PS2,2005.0,Role-Playing,Atari,0.07,0.06,0.0,0.02,0.15,64.0,47.0,8.9,9.0,Square Enix,T,367,48,44,21,65.81308411214954,75.05
8836,Oreshika: Tainted Bloodlines,PSV,2014.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.15,0.0,0.15,78.0,26.0,8,84.0,Alfa System,T,687,8,389,3,74.0028653295129,68.25
8839,F1 2001,PS2,2001.0,Racing,Electronic Arts,0.07,0.06,0.0,0.02,0.15,83.0,13.0,8.3,9.0,EA Sports,E,1356,172,17,7,74.50535540408958,80.37908496732027
8840,Darksiders,PC,2010.0,Action,THQ,0.07,0.06,0.0,0.02,0.15,83.0,18.0,7.8,603.0,Vigil Games,M,715,7,349,26,66.74567901234568,83.0
8842,Top Gun: Combat Zones,GC,2002.0,Simulation,Titus,0.12,0.03,0.0,0.0,0.15,59.0,10.0,7.1,7.0,Titus Software,E,19,6,398,63,59.22222222222222,57.166666666666664
8848,Fantastic Four: Rise of the Silver Surfer,PS3,2007.0,Action,Take-Two Interactive,0.12,0.02,0.0,0.02,0.15,47.0,26.0,6.2,10.0,Visual Concepts,T,422,99,80,2,75.01360544217687,81.14666666666666
8853,All-Star Baseball 2003,GC,2002.0,Sports,Acclaim Entertainment,0.12,0.03,0.0,0.0,0.15,83.0,16.0,8,6.0,Acclaim,E,186,32,289,28,66.09302325581395,62.84375
8857,Rocky,XB,2002.0,Fighting,Rage Software,0.11,0.03,0.0,0.01,0.15,74.0,22.0,7.3,6.0,Rage Software,T,7,6,418,69,69.8,68.83333333333333
8858,Ford Racing 2,XB,2003.0,Racing,Empire Interactive,0.11,0.03,0.0,0.01,0.15,62.0,11.0,tbd,,Razorworks Studios,E,53,8,370,54,61.829268292682926,55.625
8861,Megamind: Ultimate Showdown,PS3,2010.0,Action,THQ,0.07,0.05,0.0,0.02,0.15,43.0,5.0,4.2,6.0,THQ Australia,E10+,715,2,975,26,66.74567901234568,38.0
8862,Space Invaders Extreme,DS,2008.0,Shooter,Square Enix,0.12,0.01,0.01,0.01,0.15,85.0,41.0,7.6,16.0,Taito Corporation,E,234,26,49,11,74.30434782608695,67.38461538461539
8864,Thor: God of Thunder,Wii,2011.0,Action,Sega,0.1,0.04,0.0,0.01,0.15,56.0,14.0,8,9.0,Red Fly Studio,T,638,7,417,25,69.74608150470219,58.714285714285715
8866,BloodRayne 2,XB,2004.0,Shooter,THQ,0.11,0.03,0.0,0.01,0.15,71.0,35.0,8.5,4.0,Terminal Reality,M,715,27,220,26,66.74567901234568,65.0
8867,Jaws Unleashed,XB,2006.0,Action,THQ,0.11,0.03,0.0,0.01,0.15,51.0,29.0,6.2,9.0,Appaloosa Interactive,M,715,3,523,26,66.74567901234568,58.0
8869,Star Trek: Voyager Elite Force,PS2,2001.0,Shooter,Codemasters,0.07,0.06,0.0,0.02,0.15,52.0,12.0,6.4,5.0,Pipe Dream Interactive,T,150,4,547,43,70.94214876033058,58.25
8870,X-Men: The Official Game,GC,2006.0,Action,Activision,0.12,0.03,0.0,0.0,0.15,50.0,31.0,6.3,8.0,Hypnos,T,985,1,976,4,69.66783831282953,50.0
8873,Brain Boost: Gamma Wave,DS,2005.0,Puzzle,505 Games,0.14,0.0,0.0,0.01,0.15,40.0,12.0,tbd,,Interchannel,E,191,2,977,15,61.92631578947368,39.5
8875,All-Star Baseball 2003,GBA,2002.0,Sports,Acclaim Entertainment,0.11,0.04,0.0,0.0,0.15,77.0,6.0,tbd,,Software Creations,E,186,2,899,28,66.09302325581395,78.0
8880,187: Ride or Die,PS2,2005.0,Racing,Ubisoft,0.07,0.06,0.0,0.02,0.15,52.0,33.0,6.8,12.0,Ubisoft,M,933,204,11,5,68.51433691756273,66.06666666666666
8884,Battleborn,XOne,2016.0,Shooter,Take-Two Interactive,0.1,0.04,0.0,0.01,0.15,71.0,20.0,7.2,171.0,Gearbox Software,T,422,29,97,2,75.01360544217687,74.44444444444444
8885,eJay Clubworld,PS2,,Misc,Empire Interactive,0.07,0.06,0.0,0.02,0.15,69.0,5.0,8.6,10.0,UDS,E,53,6,396,54,61.829268292682926,60.666666666666664
8886,Geist,GC,2005.0,Adventure,Nintendo,0.11,0.03,0.0,0.0,0.15,66.0,43.0,8.5,23.0,n-Space,M,706,19,350,0,75.52580645161291,60.86666666666667
8887,The King of Fighters XIV,PS4,2016.0,Fighting,Deep Silver,0.07,0.02,0.04,0.02,0.15,79.0,54.0,8.7,208.0,SNK Playmore,T,121,26,708,31,61.607142857142854,67.29166666666667
8889,Sword Art Online: Hollow Realization,PSV,2016.0,Role-Playing,Namco Bandai Games,0.0,0.04,0.1,0.01,0.15,60.0,5.0,7,8.0,Bandai Namco Games,T,939,26,234,22,66.44802867383513,65.61904761904762
8890,The Incredibles: Rise of the Underminer,DS,2005.0,Action,THQ,0.13,0.01,0.0,0.01,0.15,54.0,6.0,tbd,,Helixe,E10+,715,10,185,26,66.74567901234568,56.57142857142857
8892,Street Fighter Alpha 3,GBA,2002.0,Fighting,Capcom,0.11,0.04,0.0,0.0,0.15,83.0,17.0,7.8,10.0,Crawfish Interactive,T,386,5,774,16,71.65581395348838,68.4
8895,Deponia,PC,2012.0,Adventure,Daedalic,0.0,0.13,0.0,0.02,0.15,74.0,33.0,8.2,307.0,Daedalic Entertainment,,3,4,978,167,79.5,74.75
8898,Ridge Racer DS,DS,2004.0,Racing,Namco Bandai Games,0.14,0.0,0.0,0.01,0.15,63.0,35.0,6.7,7.0,Namco,E,939,64,31,22,66.44802867383513,75.9375
8899,High Velocity Bowling,PS3,2010.0,Sports,Sony Computer Entertainment,0.13,0.0,0.0,0.01,0.15,66.0,14.0,8.1,23.0,SCEA,E10+,687,16,292,3,74.0028653295129,70.2
8900,LEGO Harry Potter Collection,PS4,2016.0,Action,Warner Bros. Interactive Entertainment,0.01,0.11,0.0,0.02,0.15,73.0,16.0,8.1,7.0,Warner Bros. Interactive Entertainment,E10+,235,1,979,17,69.67320261437908,73.0
8903,Brain Boost: Beta Wave,DS,2005.0,Puzzle,505 Games,0.14,0.0,0.0,0.01,0.15,39.0,12.0,2.5,4.0,Interchannel,E,191,2,977,15,61.92631578947368,39.5
8905,Shenmue II,DC,2001.0,Adventure,Sega,0.0,0.0,0.15,0.0,0.15,88.0,9.0,9.4,201.0,Sega AM2,T,638,9,209,25,69.74608150470219,81.55555555555556
8906,Armored Core: For Answer,X360,2008.0,Simulation,Ubisoft,0.06,0.01,0.07,0.01,0.15,64.0,22.0,7.7,38.0,From Software,T,933,43,156,5,68.51433691756273,69.88095238095238
8909,Capcom Classics Collection,XB,2005.0,Misc,Capcom,0.11,0.03,0.0,0.01,0.15,81.0,23.0,tbd,,Digital Eclipse,T,386,29,77,16,71.65581395348838,69.13793103448276
8910,Fugitive Hunter: War on Terror,PS2,2003.0,Shooter,Play It,0.07,0.06,0.0,0.02,0.15,35.0,15.0,5,23.0,Black Ops Entertainment,M,14,8,399,59,57.8,53.875
8911,The Incredible Hulk: Ultimate Destruction,GC,2005.0,Action,Vivendi Games,0.11,0.03,0.0,0.0,0.15,84.0,30.0,9.1,14.0,Radical Entertainment,T,164,38,290,23,66.9051094890511,67.55263157894737
8913,Prince of Persia: The Two Thrones,GC,2005.0,Action,Ubisoft,0.11,0.03,0.0,0.0,0.15,84.0,34.0,8.1,22.0,Ubisoft,M,933,204,11,5,68.51433691756273,66.06666666666666
8914,Blazing Angels 2: Secret Missions of WWII,PS3,2007.0,Simulation,Ubisoft,0.1,0.03,0.0,0.02,0.15,70.0,10.0,7.2,12.0,Ubisoft Romania,T,933,11,532,5,68.51433691756273,70.45454545454545
8916,Pac-Man World 3,XB,2005.0,Platform,Namco Bandai Games,0.11,0.04,0.0,0.01,0.15,65.0,16.0,tbd,,Blitz Games,E,939,37,262,22,66.44802867383513,60.35
8917,SNK Arcade Classics Vol. 1,PSP,2008.0,Misc,Ignition Entertainment,0.13,0.0,0.01,0.01,0.15,68.0,13.0,tbd,,Terminal Reality,T,61,27,220,92,66.07317073170732,65.0
8919,All-Star Baseball 2005,XB,,Sports,Unknown,0.11,0.03,0.0,0.01,0.15,75.0,31.0,8.8,12.0,Acclaim,E,201,32,289,49,64.82417582417582,62.84375
8920,The Legend of Heroes: Trails of Cold Steel II,PS3,2014.0,Role-Playing,Nippon Ichi Software,0.02,0.02,0.11,0.01,0.15,90.0,4.0,7.8,71.0,Falcom,T,106,9,810,80,68.06557377049181,80.44444444444444
8923,Batman Begins,GC,2005.0,Action,Electronic Arts,0.11,0.03,0.0,0.0,0.15,66.0,38.0,7.2,10.0,Eurocom Entertainment Software,T,1356,47,100,7,74.50535540408958,64.72727272727273
8925,Nancy Drew: The White Wolf of Icicle Creek,Wii,2008.0,Adventure,Sega,0.14,0.0,0.0,0.01,0.15,67.0,9.0,tbd,,Her Interactive,E,638,3,980,25,69.74608150470219,66.0
8926,Toy Story Racer,PS,2001.0,Racing,Activision,0.08,0.06,0.0,0.01,0.15,76.0,8.0,8.7,9.0,Traveller's Tales,E,985,77,48,4,69.66783831282953,72.05333333333333
8927,Disney's Donald Duck: Goin' Quackers,PS,2000.0,Platform,Ubisoft,0.08,0.06,0.0,0.01,0.15,65.0,4.0,7,10.0,Ubisoft Shanghai,E,933,26,142,5,68.51433691756273,68.44
8930,Ys: The Oath in Felghana,PSP,2010.0,Role-Playing,Falcom Corporation,0.09,0.0,0.04,0.01,0.15,80.0,25.0,8.3,57.0,Falcom,T,16,9,810,133,79.0,80.44444444444444
8931,Crash: Twinsanity,XB,2004.0,Platform,Vivendi Games,0.11,0.03,0.0,0.01,0.15,66.0,30.0,8.7,29.0,Traveller's Tales,E,164,77,48,23,66.9051094890511,72.05333333333333
8939,Arena Football,XB,2006.0,Sports,Electronic Arts,0.11,0.03,0.0,0.01,0.15,65.0,17.0,8.5,10.0,EA Tiburon,E10+,1356,108,55,7,74.50535540408958,76.36559139784946
8941,Medal of Honor: Infiltrator,GBA,2003.0,Shooter,Electronic Arts,0.11,0.04,0.0,0.0,0.15,80.0,19.0,7.2,12.0,Netherock Ltd.,T,1356,1,981,7,74.50535540408958,80.0
8944,Lego Star Wars: The Force Awakens,WiiU,2016.0,Action,Warner Bros. Interactive Entertainment,0.06,0.07,0.01,0.01,0.15,74.0,6.0,8,11.0,TT Games,E10+,235,73,175,17,69.67320261437908,70.79545454545455
8946,The Wizard of Oz: Beyond The Yellow Brick Road,DS,2008.0,Role-Playing,D3Publisher,0.13,0.0,0.0,0.01,0.15,68.0,18.0,6,4.0,Media Vision,E,184,11,764,48,61.170212765957444,64.125
8948,Super Monkey Ball Deluxe,XB,2005.0,Misc,Sega,0.11,0.03,0.0,0.01,0.15,81.0,25.0,8.2,9.0,Sega,E,638,38,173,25,69.74608150470219,69.86111111111111
8952,The Cursed Crusade,X360,2011.0,Action,DTP Entertainment,0.08,0.05,0.0,0.01,0.15,39.0,27.0,4.4,29.0,Kylotonn,M,44,3,943,132,59.5,46.333333333333336
8956,Earth Defense Force 2025,X360,2013.0,Shooter,D3Publisher,0.06,0.03,0.05,0.01,0.15,68.0,25.0,8.1,63.0,Sandlot,M,184,7,688,48,61.170212765957444,69.85714285714286
8957,NHL 2K10,X360,2009.0,Sports,Take-Two Interactive,0.11,0.02,0.0,0.01,0.15,69.0,31.0,7.9,15.0,Take-Two Interactive,E10+,422,16,691,2,75.01360544217687,71.33333333333333
8962,Tom Clancy's Ghost Recon,GC,2003.0,Shooter,Ubisoft,0.11,0.03,0.0,0.0,0.15,59.0,15.0,5.4,17.0,Red Storm Entertainment,M,933,8,216,5,68.51433691756273,71.25
8963,Pac-Man Party 3D,3DS,2011.0,Misc,Namco Bandai Games,0.09,0.04,0.0,0.01,0.15,43.0,11.0,5.4,11.0,Namco Bandai Games,E,939,18,139,22,66.44802867383513,66.93333333333334
8965,Darkstalkers Chronicle: The Chaos Tower,PSP,2004.0,Fighting,Capcom,0.13,0.0,0.0,0.01,0.15,74.0,27.0,7.9,25.0,Capcom,T,386,139,46,16,71.65581395348838,74.44360902255639
8966,WWE '13,Wii,2012.0,Action,THQ,0.11,0.02,0.0,0.01,0.15,74.0,4.0,6,9.0,THQ,T,715,71,159,26,66.74567901234568,60.25
8967,Mad Dash Racing,XB,2001.0,Racing,Eidos Interactive,0.11,0.03,0.0,0.01,0.15,65.0,21.0,7.7,6.0,Crystal Dynamics,T,198,25,277,19,68.50359712230215,76.08695652173913
8968,Bakugan Battle Brawlers: Defenders of the Core,X360,2010.0,Action,Activision,0.11,0.02,0.0,0.01,0.15,62.0,10.0,tbd,,Now Production,E10+,985,22,280,4,69.66783831282953,64.41176470588235
8969,Rayman Origins,3DS,2012.0,Platform,Ubisoft,0.06,0.08,0.0,0.01,0.15,71.0,8.0,6.3,65.0,UBlart Montpellier,E10+,933,6,372,5,68.51433691756273,85.16666666666667
8970,Summon Night 5,PSP,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,74.0,7.0,8.3,6.0,Felistella,T,939,1,982,22,66.44802867383513,74.0
8972,Black * Rock Shooter: The Game,PSP,2011.0,Role-Playing,Unknown,0.0,0.0,0.15,0.0,0.15,66.0,19.0,7.2,39.0,"Image Epoch, Imageepoch",T,201,9,727,49,64.82417582417582,63.333333333333336
8973,BMX XXX,PS2,2002.0,Sports,Acclaim Entertainment,0.07,0.06,0.0,0.02,0.15,54.0,14.0,4.6,17.0,"Z-Axis, Ltd.",M,186,15,279,28,66.09302325581395,68.73333333333333
8976,Boktai: The Sun is in Your Hand,GBA,2003.0,Role-Playing,Konami Digital Entertainment,0.1,0.04,0.0,0.0,0.15,83.0,31.0,9.6,16.0,KCEJ,E,834,12,42,10,68.34451219512195,77.75
8978,Guilty Gear X2 #Reload,XB,2004.0,Fighting,Zoo Digital Publishing,0.11,0.03,0.0,0.01,0.15,86.0,34.0,7.6,12.0,Arc System Works,T,104,46,461,52,51.5531914893617,76.375
8980,ReCore,XOne,2016.0,Action,Microsoft Game Studios,0.08,0.05,0.0,0.01,0.15,63.0,75.0,6.6,445.0,"Armature Studio, comcept",T,191,1,983,1,76.10884353741497,63.0
8981,Soldier of Fortune: Payback,PS3,2007.0,Shooter,Activision,0.12,0.02,0.0,0.01,0.15,50.0,14.0,5.4,13.0,Cauldron Ltd.,M,985,7,883,4,69.66783831282953,45.0
